"[SubRipTime(0, 0, 8, 990), SubRipTime(0, 0, 11, 590)]",-0.3466666666666667,Dean 's insane calm chem amber loss Manson sentence commuted life
"[SubRipTime(0, 0, 25, 759), SubRipTime(0, 0, 27, 790)]",0.0,unwritten code underworld Manson cooperated book
"[SubRipTime(0, 0, 32, 750), SubRipTime(0, 0, 35, 49)]",0.0,Heidi Schulman went talk Manson find years
"[SubRipTime(0, 0, 35, 59), SubRipTime(0, 0, 37, 780)]",-0.4466666666666667,find years remorse sorry
"[SubRipTime(0, 0, 37, 790), SubRipTime(0, 0, 40, 90)]",-0.49223333333333336,remorse sorry feel guilty well The
"[SubRipTime(0, 0, 40, 100), SubRipTime(0, 0, 42, 220)]",-0.39263333333333333,feel guilty well The Today Show staff debated among
"[SubRipTime(0, 0, 49, 460), SubRipTime(0, 0, 51, 669)]",0.0,Manson n't make cent book let 's give publicity
"[SubRipTime(0, 1, 7, 790), SubRipTime(0, 1, 10, 810)]",0.0,Newell Emmons author Charles Manson words conversation
"[SubRipTime(0, 1, 24, 860), SubRipTime(0, 1, 27, 160)]",-0.6058666666666667,guilty murder yet says conversations never
"[SubRipTime(0, 1, 45, 530), SubRipTime(0, 1, 47, 649)]",0.0,smack mouth throw solitary confinement nothing
"[SubRipTime(0, 1, 48, 950), SubRipTime(0, 1, 51, 520)]",-0.47383333333333333,thinks gon na happen I get guilty
"[SubRipTime(0, 1, 51, 530), SubRipTime(0, 1, 54, 490)]",-0.47383333333333333,guilty hmm I would n't anything I felt
"[SubRipTime(0, 2, 0, 20), SubRipTime(0, 2, 3, 929)]",-0.5698666666666666,'s need feel guilty I n't done anything I 'm ashamed
"[SubRipTime(0, 2, 14, 360), SubRipTime(0, 2, 22, 270)]",-0.2977888888888889,perceptive aware enough understanding stupid
"[SubRipTime(0, 2, 27, 560), SubRipTime(0, 2, 30, 110)]",0.4532333333333334,people I would felt better I felt like I really offered
"[SubRipTime(0, 2, 30, 120), SubRipTime(0, 2, 33, 170)]",0.25373333333333337,I felt like I really offered society something know I wanted
"[SubRipTime(0, 2, 59, 940), SubRipTime(0, 3, 1, 940)]",0.0,claims wrote manson book seven years conversation Manson
"[SubRipTime(0, 3, 1, 950), SubRipTime(0, 3, 4, 970)]",0.0,seven years conversation Manson show 's leader guru
"[SubRipTime(0, 3, 16, 19), SubRipTime(0, 3, 20, 869)]",-0.3474333333333333,virtually destroy myth I show 's complex cult
"[SubRipTime(0, 3, 38, 940), SubRipTime(0, 3, 41, 990)]",0.4479666666666667,much 're confident got lot 's 's
"[SubRipTime(0, 3, 42, 0), SubRipTime(0, 3, 45, 530)]",0.0,lot 's 's 's another aspect
"[SubRipTime(0, 3, 45, 540), SubRipTime(0, 3, 49, 670)]",0.0,'s another aspect I 've learned reflect I reflect
"[SubRipTime(0, 3, 49, 680), SubRipTime(0, 3, 53, 420)]",0.0,I 've learned reflect I reflect back I know I n't know I know I 'm
"[SubRipTime(0, 3, 53, 430), SubRipTime(0, 3, 56, 960)]",-0.3953,back I know I n't know I know I'm stupid I admit I 'm pity whatever I
"[SubRipTime(0, 3, 56, 970), SubRipTime(0, 3, 59, 540)]",-0.4926999999999999,stupid I admit I 'm pity whatever I never success anything
"[SubRipTime(0, 3, 59, 550), SubRipTime(0, 4, 1, 580)]",-0.25283333333333335,never success anything I even got point I n't
"[SubRipTime(0, 4, 1, 590), SubRipTime(0, 4, 3, 650)]",0.4041333333333334,I even got point I want success anything
"[SubRipTime(0, 4, 11, 220), SubRipTime(0, 4, 14, 570)]",-0.40681666666666666,give back 's stupid little game know
"[SubRipTime(0, 4, 14, 580), SubRipTime(0, 4, 16, 729)]",-0.48389999999999994,'s stupid little game know awareness consciousness 's
"[SubRipTime(0, 4, 18, 630), SubRipTime(0, 4, 21, 500)]",0.0,somebody goes school mom dad see
"[SubRipTime(0, 4, 21, 510), SubRipTime(0, 4, 23, 800)]",0.0,mom dad see parents left another
"[SubRipTime(0, 4, 23, 810), SubRipTime(0, 4, 27, 290)]",0.0,parents left another dimension say know I n't
"[SubRipTime(0, 4, 27, 300), SubRipTime(0, 4, 30, 200)]",-0.6474333333333332,dimension say know I bad going nothing I n't
"[SubRipTime(0, 4, 30, 210), SubRipTime(0, 4, 32, 380)]",-0.34743333333333326,bad going nothing I judge Hollywood think much
"[SubRipTime(0, 4, 38, 670), SubRipTime(0, 4, 41, 510)]",0.33580000000000004,fact I n't two three girls help I would pretty much lost
"[SubRipTime(0, 5, 3, 630), SubRipTime(0, 5, 7, 990)]",0.3363,I 've never killed anyone I n't need kill anyone I think I
"[SubRipTime(0, 5, 13, 640), SubRipTime(0, 5, 17, 360)]",-0.30792592592592594,seven years well 's convict failure I mean I mean
"[SubRipTime(0, 5, 42, 240), SubRipTime(0, 5, 46, 210)]",0.0,dope related kept feeding
"[SubRipTime(0, 5, 46, 220), SubRipTime(0, 5, 49, 450)]",0.0,kept feeding spiritual aspects
"[SubRipTime(0, 5, 49, 460), SubRipTime(0, 5, 52, 400)]",0.0,spiritual aspects bunch guys kids
"[SubRipTime(0, 5, 52, 410), SubRipTime(0, 5, 54, 560)]",0.0,bunch guys kids living thing
"[SubRipTime(0, 6, 8, 570), SubRipTime(0, 6, 10, 750)]",0.0,fertilized grocery stores sold nickels dimes busted open stamp
"[SubRipTime(0, 6, 10, 760), SubRipTime(0, 6, 13, 540)]",0.0,nickels dimes busted open stamp machine stole automobiles
"[SubRipTime(0, 6, 27, 80), SubRipTime(0, 6, 30, 790)]",0.0,bums winos life street world I n't I n't
